City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
2729907,Longyearbyen,20,SJ,1612061637,59,78.2186,15.6401,-5.8,19.57
3167520,Santa Marinella,74,IT,1612062446,91,42.0345,11.8536,46.99,13
4470244,Havelock,1,US,1612062446,60,34.8791,-76.9013,37,5.75
3939168,Huarmey,67,PE,1612062446,77,-10.0681,-78.1522,71.2,6.51
1052373,Beira,68,MZ,1612062207,86,-19.8436,34.8389,78.1,4.56
554830,Izhma,100,RU,1612062446,93,65.0083,53.9113,3.11,9.15
1495022,Petukhovo,74,RU,1612061855,93,55.0692,67.9019,10.13,6.2
5554428,Ketchikan,1,US,1612062447,100,55.3422,-131.6461,30.2,5.46
1715015,Dicabisagan,100,PH,1612062447,80,17.0818,122.4157,72.07,12.77
6089245,Norman Wells,75,CA,1612061883,75,65.282,-126.8329,-27.4,2.3
2685750,Östersund,90,SE,1612062447,85,63.1792,14.6357,7,1.74
2019867,Mokhsogollokh,100,RU,1612062447,80,61.4681,128.9203,-35.39,2.71
3843123,Neuquén,40,AR,1612062447,63,-38.9516,-68.0591,64.4,2.3
3395458,Maragogi,100,BR,1612062448,83,-9.0122,-35.2225,77.31,7.36
5983720,Iqaluit,1,CA,1612062448,71,63.7506,-68.5145,-7.01,16.11
1178338,Gilgit,0,PK,1612062448,51,35.9221,74.3087,25.63,2.93
5044290,Saint Anthony,90,US,1612061852,86,45.0205,-93.218,32,6.91
3932145,Pisco,0,PE,1612061662,73,-13.7,-76.2167,69.8,14.97
2137748,Voh,20,NC,1612061889,55,-20.9667,164.7,84.74,9.01
58933,Garoowe,0,SO,1612062448,91,8.4054,48.4845,60.6,9.08
3149577,Kolvereid,44,NO,1612062448,96,64.8655,11.6047,22.33,8.48
2694560,Ljungby,0,SE,1612062448,100,56.8332,13.9408,15.8,1.14
1529484,Kumul,0,CN,1612062449,80,42.8,93.45,26.47,6.62
122915,Nahavand,70,IR,1612062449,88,34.1885,48.377,29.23,3.67
3868626,Valparaíso,75,CL,1612062449,87,-33.0393,-71.6273,64.99,4.54
3452440,Prata,73,BR,1612062256,59,-19.3072,-48.9242,77.45,3.56
1734971,Pekan,20,MY,1612062449,83,3.4836,103.3996,77,4.61
3874930,Puerto Varas,0,CL,1612062449,87,-41.3195,-72.9854,51.8,2.3
2100933,Ambunti,99,PG,1612062449,65,-4.2365,142.8448,86.5,4.97
2210554,Sirte,0,LY,1612062449,39,31.2089,16.5887,62.85,14.18
1633419,Padang,69,ID,1612061646,66,-0.9492,100.3543,82.78,3.56
2219235,Ubari,0,LY,1612062450,41,26.5921,12.7805,54.32,8.48
3894406,Coihueco,90,CL,1612062450,90,-36.6167,-71.8333,60.8,10.36
3355672,Lüderitz,0,NA,1612061864,67,-26.6481,15.1594,63.77,17.02
494884,Shenkursk,95,RU,1612062450,96,62.1091,42.896,15.01,6.73
2343252,Epe,32,NG,1612062450,93,6.5841,3.9834,77.22,4.12
2171722,Charters Towers,98,AU,1612062450,47,-20.1,146.2667,87.46,9.31
2027786,Amga,100,RU,1612061913,79,60.8953,131.9608,-32.57,2.89
1529376,Korla,0,CN,1612061900,81,41.7597,86.1469,23.11,5.01
3187694,Virovitica,100,HR,1612062451,91,45.8319,17.3839,39.99,6.78
1174451,Keti Bandar,0,PK,1612062451,75,24.1447,67.4497,67.06,6.89
2630299,Hofn,0,IS,1612062158,83,64.2539,-15.2082,23.58,13.89
882100,Rusape,100,ZW,1612062451,93,-18.5278,32.1284,60.17,3.27
545353,Konosha,97,RU,1612062451,97,60.9736,40.257,19,10.02
2297810,Mumford,70,GH,1612061875,90,5.2618,-0.759,78.94,8.79
5576064,Craig,90,US,1612062451,86,40.5153,-107.5464,26.6,1.77
934479,Grand Gaube,10,MU,1612061710,82,-20.0064,57.6608,78.01,1.99
3460064,Jatai,100,BR,1612062451,83,-17.8814,-51.7144,69.49,2.91
6255012,Flinders,96,AU,1612061910,95,-34.5833,150.8552,68,3
2629833,Husavik,90,IS,1612062452,79,66.0449,-17.3389,14,4.61
3513563,Kralendijk,20,BQ,1612062452,78,12.15,-68.2667,78.8,16.11
605155,Kiruna,90,SE,1612062452,93,67.8557,20.2251,17.6,11.5
1640660,Gondanglegi,93,ID,1612062452,73,-7.7479,112.0132,83.89,4.61
4921100,Hammond,90,US,1612062238,93,41.5834,-87.5,30.2,17.27
496358,Severnyy,90,RU,1612062415,93,50.677,36.5532,35.6,13.42
6145668,Shediac,20,CA,1612062384,62,46.2198,-64.5411,12.2,6.91
1168700,Ormara,0,PK,1612062452,65,25.2088,64.6357,67.57,9.15
1487615,Vengerovo,100,RU,1612062453,91,55.6848,76.7471,-4.23,12.03
3906466,Riberalta,100,BO,1612062453,91,-10.9833,-66.1,75.34,0.92
5126555,Melville,1,US,1612062453,43,40.7934,-73.4151,27,6.55
2077895,Alice Springs,83,AU,1612061870,20,-23.7,133.8833,98.01,16.11
5924351,Clyde River,90,CA,1612061892,92,70.4692,-68.5914,-4,5.75
3141667,Roald,75,NO,1612062412,93,62.5833,6.1333,32,8.05
1719274,Candelaria,88,PH,1612062453,67,13.9311,121.4233,80.01,14
5905393,Bonavista,98,CA,1612062454,93,48.6499,-53.1147,30,4.61
5110365,Broome,1,US,1612061862,79,42.2506,-75.833,12.2,10.36
2092164,Lorengau,99,PG,1612062454,82,-2.0226,147.2712,82.58,11.86
3430443,Necochea,59,AR,1612062454,68,-38.5473,-58.7368,57.99,10.31
5870133,Nome,1,US,1612061642,77,64.5011,-165.4064,-5.8,4.61
1492342,Shchelkun,75,RU,1612062454,85,56.3034,60.9483,14,4.47
5558953,Arcata,90,US,1612062305,87,40.8665,-124.0828,53.01,5.75
5557293,Sitka,40,US,1612061859,60,57.0531,-135.33,39.2,11.5
607610,Zhangaözen,82,KZ,1612062454,88,43.3,52.8,36.07,10.13
3929611,San Jerónimo,100,PE,1612062454,73,-11.9472,-75.2829,49.37,2.24
981827,Louis Trichardt,3,ZA,1612062455,94,-23.0439,29.9032,66.58,3.04
777682,Skjervøy,100,NO,1612062455,88,70.0311,20.9714,27.79,5.17
3584003,Puerto El Triunfo,20,SV,1612062455,73,13.2833,-88.55,78.8,6.91
2021041,Kyra,100,RU,1612062455,90,49.5776,111.9753,7.07,4.23
610864,Khani,20,GE,1612062455,61,41.9563,42.9566,44.6,12.66
2126785,Belaya Gora,100,RU,1612062455,85,68.5333,146.4167,-29.25,2.33
3471551,Arenápolis,99,BR,1612062455,88,-14.4503,-56.8461,73.74,3.4
